timestamp_utc,agent_name,mean_score,std_score,runs,max_steps,scaling_factor,arena_size,wall_obstacles
2026-04-10T13:58:43.270632+00:00,agent,-36510.600000,29714.043529,10,1000,5,500,0,0,2
2026-04-10T14:01:37.897395+00:00,agent,-36510.600000,29714.043529,10,1000,5,500,0,0,2
2026-04-10T14:55:34.732257+00:00,agent,-17908.100000,22381.005556,10,1000,5,500,0,0,2
2026-04-10T14:56:37.956636+00:00,agent,-16457.500000,24396.822159,10,1000,5,500,0,2,2
2026-04-10T15:01:24.020684+00:00,agent,-16457.500000,24396.822159,10,1000,5,500,0,2,2
2026-04-10T16:06:35.806734+00:00,agent,-16457.500000,24396.822159,10,1000,5,500,0,2,2
2026-04-12T17:40:01.206421+00:00,agent,-32595.300000,32682.889453,10,1000,5,500,0,0,2
2026-04-12T17:48:49.388572+00:00,agent,-19693.900000,29052.568625,10,1000,5,500,0,0,2
2026-04-12T17:50:18.979099+00:00,agent,-13319.500000,13790.971962,10,1000,5,500,0,0,2
2026-04-13T17:53:22.674887+00:00,agent,-5780.000000,7219.492351,10,1000,6,500,0,0,2
2026-04-13T17:54:15.719797+00:00,agent,-5780.000000,7219.492351,10,1000,6,500,0,0,2
2026-04-13T18:07:58.620652+00:00,agent,-5780.000000,7219.492351,10,1000,6,500,0,0,2
